"month","account","Total Transfer ins","Total Transfer out","Account Monthly Balance"
10,"56551","719.98","0","719.98"
11,"56551","1968.98","1303.03","665.95"
2,"56584","2166.68","3604.66","-1437.9800000000002"
5,"56584","0","1408.98","-1408.98"
6,"56584","3157.97","5618.3099999999995","-2460.34"
10,"56584","1985.62","0","1985.62"
11,"56584","698.78","0","698.78"
12,"56584","3157.97","5195.67","-2037.7000000000005"
1,"56597","1897.46","0","1897.46"
2,"56597","2935.83","2351.44","584.3899999999999"
4,"56597","2935.83","1648.2","1287.6299999999997"
6,"56597","5685.9","3775.25","1910.6499999999996"
8,"56597","3121.59","3775.25","-653.6600000000002"
10,"56597","2935.83","3550.86","-615.0300000000002"
11,"56597","1443.46","0","1443.46"
1,"56606","486.15","0","486.15"
3,"56606","173.28","0","173.28"
4,"56606","1518.16","0","1518.16"
5,"56606","124.85","0","124.85"
6,"56606","0","633.12","-633.12"
9,"56606","0","131.94","-131.94"
12,"56606","1554.69","0","1554.69"
6,"5661","722.14","0","722.14"
9,"5661","0","1758.53","-1758.53"
1,"56614","1719.12","0","1719.12"
7,"56614","57.92","0","57.92"
1,"56617","1653.39","2968.96","-1315.57"
3,"56617","241.55","0","241.55"
9,"56617","41.01","1484.48","-1443.47"
11,"56617","1612.38","1484.48","127.90000000000009"
2,"56638","1960.05","0","1960.05"
3,"56638","1481.71","0","1481.71"
7,"56638","350.75","0","350.75"
8,"56638","1082.08","0","1082.08"
10,"56638","1690.08","0","1690.08"
11,"56657","920.99","0","920.99"
5,"56679","0","1766.81","-1766.81"
7,"56679","636.34","1636.04","-999.6999999999999"
8,"56679","1810.08","1636.04","174.03999999999996"
10,"56679","2446.42","3272.08","-825.66"
2,"56681","0","1939.53","-1939.53"
5,"56681","0","1056.04","-1056.04"
9,"56681","1417.87","0","1417.87"
1,"56705","3856.28","4367.96","-511.6799999999997"
4,"56705","1883.09","0","1883.09"
5,"56705","3827.5699999999997","6106.84","-2279.2700000000004"
7,"56705","3204.84","4367.96","-1163.1199999999997"
9,"56705","6225.44","4367.96","1857.4799999999998"
10,"56705","2023.72","4367.96","-2344.24"
12,"56705","0","1631.21","-1631.21"
6,"56712","0","1156.86","-1156.86"
11,"56712","1992.76","0","1992.76"
12,"56712","103.97","0","103.97"
2,"56760","382.12","996.43","-614.31"
5,"56760","835.41","0","835.41"
6,"56760","1520.02","3985.72","-2465.7"
8,"56760","1533.4","0","1533.4"
9,"56760","1792.52","0","1792.52"
10,"56760","115.07","0","115.07"
11,"56760","297.61","996.43","-698.8199999999999"
12,"56760","241.06","996.43","-755.3699999999999"
1,"56819","4234.34","459.56","3774.7799999999997"
2,"56819","1.27","114.89","-113.62"
3,"56819","0","327.2","-327.2"
4,"56819","1250.66","114.89","1135.77"
5,"56819","1718.9","0","1718.9"
6,"56819","1708.92","0","1708.92"
8,"56819","1582.86","114.89","1467.9699999999998"
12,"56819","1399.55","114.89","1284.6599999999999"
1,"56906","252.3","0","252.3"
2,"56906","1426.42","0","1426.42"
3,"56906","1509.65","0","1509.65"
8,"56906","276.41","163.69","112.72000000000003"
10,"56906","0","1436.15","-1436.15"
11,"56906","0","709.91","-709.91"
12,"56906","276.41","163.69","112.72000000000003"
4,"56915","1166.13","0","1166.13"
5,"56915","849.67","0","849.67"
7,"56915","1223.62","0","1223.62"
8,"56915","0","179","-179"
9,"56915","515.99","1333.12","-817.1299999999999"
10,"56915","1031.98","2605.79","-1573.81"
11,"56915","0","143.97","-143.97"
1,"56941","1452.75","1930.37","-477.6199999999999"
2,"56941","782.39","1930.37","-1147.98"
3,"56941","65.54","0","65.54"
4,"56941","117.08","0","117.08"
5,"56941","1901.33","1930.37","-29.039999999999964"
6,"56941","0","614.54","-614.54"
7,"56941","1917.88","0","1917.88"
8,"56941","1644.71","1930.37","-285.65999999999985"
9,"56941","218.84","0","218.84"
10,"56941","1648.76","0","1648.76"
11,"56941","1823.87","1930.37","-106.5"
12,"56941","9879.84","13512.589999999997","-3632.75"
1,"56957","327.83","1175.94","-848.1100000000001"
3,"56957","731.65","0","731.65"
4,"56957","440.58","1175.94","-735.3600000000001"
5,"56957","357.62","0","357.62"
6,"56957","1685.7","4703.76","-3018.0600000000004"
8,"56957","0","1859.23","-1859.23"
9,"56957","682.46","0","682.46"
11,"56957","1706.98","0","1706.98"
1,"56964","5779.0199999999995","3162.04","2616.9799999999996"
2,"56964","328.45","0","328.45"
4,"56964","5715.59","4536.76","1178.8299999999997"
5,"56964","4052.58","3162.04","890.5399999999996"
6,"56964","5765.04","3162.04","2603"
7,"56964","993.82","0","993.82"
8,"56964","413.17","0","413.17"
9,"56964","5715.59","4671.88","1043.7099999999998"
11,"56964","5715.59","3439.52","2276.07"
12,"56964","1187.16","0","1187.16"
1,"56966","0","1215.88","-1215.88"
2,"56966","1329.9","2752.39","-1422.4899999999998"
4,"56966","1177.0500000000002","2752.39","-1575.3399999999997"
8,"56966","2680.56","2752.39","-71.83000000000004"
9,"56966","841.92","2752.39","-1910.4699999999998"
10,"56966","824.22","2752.39","-1928.17"
1,"57","1205.44","0","1205.44"
2,"57","1906.47","0","1906.47"
4,"57","1592.0099999999998","5596.4400000000005","-4004.4300000000003"
7,"57","0","998.72","-998.72"
10,"57","0","1267.91","-1267.91"
11,"57","418.31","0","418.31"
12,"57","3842.2900000000004","8891.1","-5048.81"
1,"57048","0","861.89","-861.89"
5,"57048","199.75","0","199.75"
6,"57048","673.54","0","673.54"
1,"57066","0","1254.74","-1254.74"
6,"57066","1435.96","0","1435.96"
11,"57066","0","1543.41","-1543.41"
2,"5707","0","1353.73","-1353.73"
3,"5707","469.91","259.16","210.75"
4,"5707","1019.96","0","1019.96"
8,"5707","469.91","259.16","210.75"
9,"5707","0","1187.35","-1187.35"
1,"57076","996.82","0","996.82"
2,"57076","3456.1800000000003","4867.41","-1411.23"
4,"57076","1963.88","2722.96","-759.0799999999999"
6,"57076","973.5","2722.96","-1749.46"
8,"57076","162.38","0","162.38"
10,"57076","1729.94","0","1729.94"
11,"57076","3974.98","2722.96","1252.02"
2,"57085","0","834.08","-834.08"
3,"57085","1113.27","0","1113.27"
6,"57085","870.51","0","870.51"
7,"57085","0","1254.76","-1254.76"
8,"57085","1471.21","0","1471.21"
11,"57085","1549.14","0","1549.14"
2,"57099","1941.26","0","1941.26"
9,"57099","25.33","0","25.33"
2,"57112","2469.89","3225.92","-756.0300000000002"
4,"57112","2469.89","2816.16","-346.27"
5,"57112","0","854.31","-854.31"
7,"57112","2469.89","1068.84","1401.0499999999997"
10,"57112","5069.49","3555.46","1514.0299999999997"
1,"5713","2731.18","1495.4","1235.7799999999997"
3,"5713","1563.34","2144.38","-581.0400000000001"
4,"5713","993.14","0","993.14"
6,"5713","1938.62","2144.38","-205.7600000000001"
8,"5713","1794.84","2144.38","-349.5400000000001"
12,"5713","2731.18","7082.12","-4350.9400000000005"
1,"57141","141.76","0","141.76"
5,"57141","1118.46","0","1118.46"
7,"57141","1757.47","0","1757.47"
9,"57141","358.61","0","358.61"
12,"57141","644.62","0","644.62"
6,"57176","418.71000000000004","444.5","-25.789999999999992"
8,"57176","198.58","0","198.58"
10,"57176","260.73","222.25","38.48000000000002"
12,"57176","1887.58","0","1887.58"
1,"57181","6193.31","5431.26","762.0499999999997"
2,"57181","1816.09","905.21","910.8799999999999"
3,"57181","0","85.51","-85.51"
5,"57181","679.41","0","679.41"
7,"57181","1561.75","905.21","656.54"
8,"57181","605.45","0","605.45"
11,"57181","759.57","905.21","-145.64"
12,"57181","1083.01","905.21","177.79999999999995"
4,"57186","821.42","1302.13","-480.71000000000015"
9,"57186","848.01","0","848.01"
10,"57186","1883.49","0","1883.49"
11,"57186","827.68","1302.13","-474.45000000000016"
1,"57216","1219.41","1743.9","-524.49"
3,"57216","1264.59","0","1264.59"
4,"57216","1219.41","1743.9","-524.49"
9,"57220","459.42","0","459.42"
2,"57223","189.64","0","189.64"
11,"57223","1781.13","0","1781.13"
3,"57228","1285.72","0","1285.72"
5,"57228","1411.99","0","1411.99"
6,"57228","1851.13","0","1851.13"
9,"57228","1425.66","0","1425.66"
10,"57228","1407.92","0","1407.92"
12,"57228","0","399.12","-399.12"
4,"57243","1970.16","0","1970.16"
9,"57243","825.57","0","825.57"
3,"57253","555.55","0","555.55"
4,"57253","739.99","1282.31","-542.3199999999999"
5,"57253","922.7","0","922.7"
8,"57253","739.99","1282.31","-542.3199999999999"
7,"57254","1362.67","0","1362.67"
1,"57263","1140.35","0","1140.35"
8,"57269","0","56.9","-56.9"
9,"57269","470.84","0","470.84"
10,"57269","419.66","975.81","-556.1499999999999"
11,"57269","0","1537.32","-1537.32"
12,"57269","20.88","0","20.88"
10,"57289","285.29","0","285.29"
1,"57347","1700.18","0","1700.18"
2,"57347","911.43","0","911.43"
3,"57347","139.61","0","139.61"
5,"57347","0","666.62","-666.62"
8,"57347","0","525.96","-525.96"
9,"57347","1421.89","556.98","864.9100000000001"
10,"57347","1911.34","0","1911.34"
11,"57347","604.02","556.98","47.039999999999964"
12,"57347","1609.12","0","1609.12"
1,"5739","1744.74","2435.62","-690.88"
3,"5739","0","570.76","-570.76"
7,"5739","467.91","0","467.91"
11,"5739","872.37","1772.3","-899.93"
8,"5740","868.61","0","868.61"
1,"57435","0","141.21","-141.21"
2,"57435","1394.98","907.49","487.49"
5,"57435","1394.98","907.49","487.49"
8,"57435","1144.38","0","1144.38"
1,"57462","226.13","0","226.13"
3,"57462","1682.98","0","1682.98"
4,"57462","895.39","0","895.39"
6,"57462","914.93","0","914.93"
12,"57462","587.47","745.06","-157.58999999999992"
1,"57468","8.45","0","8.45"
3,"57468","845.97","0","845.97"
5,"57468","582.07","0","582.07"
9,"57468","1012.14","0","1012.14"
10,"57468","1710.79","0","1710.79"
11,"57468","81.23","0","81.23"
1,"57484","1095.03","52.85","1042.18"
3,"57484","1391.65","0","1391.65"
5,"57484","0","189.35","-189.35"
9,"57484","1167.78","0","1167.78"
10,"57484","1198.3899999999999","105.7","1092.69"
11,"57484","1497.34","0","1497.34"
1,"57487","147.02","0","147.02"
3,"57487","441.15","0","441.15"
4,"57487","0","1040","-1040"
8,"57487","3111.69","4979.09","-1867.4"
9,"57487","550.6","0","550.6"
11,"57487","2006.1","4486.17","-2480.07"
1,"57504","3009.78","395.82","2613.96"
8,"57504","0","637.13","-637.13"
9,"57504","1504.89","165.9","1338.99"
2,"57562","851.53","0","851.53"
6,"57562","0","490.2","-490.2"
10,"57562","287.31","0","287.31"
1,"57717","58.55","0","58.55"
2,"57717","751.36","0","751.36"
4,"57717","1294.75","0","1294.75"
12,"57779","1271.55","0","1271.55"
2,"57811","1638.39","1402.7","235.69000000000005"
4,"57811","138.95","0","138.95"
5,"57811","1438.91","1402.7","36.210000000000036"
8,"57811","1820.76","1402.7","418.05999999999995"
9,"57811","1969.54","0","1969.54"
10,"57811","7621.67","8416.2","-794.5300000000002"
11,"57811","452.79","1402.7","-949.9100000000001"
12,"57811","1180.33","1402.7","-222.37000000000012"
12,"57823","818.22","0","818.22"
2,"57835","125.7","0","125.7"
4,"57835","1302.65","1008.78","293.8700000000001"
5,"57835","3907.9500000000003","2748.36","1159.5900000000001"
7,"57835","1302.65","1325.72","-23.069999999999936"
8,"57835","0","1604.2","-1604.2"
9,"57835","1302.65","413.86","888.7900000000001"
2,"57837","68.84","0","68.84"
3,"57837","1390.31","0","1390.31"
10,"57837","114.24","0","114.24"
12,"57837","1412.67","0","1412.67"
1,"57853","220.53","0","220.53"
2,"57853","1712.95","0","1712.95"
5,"57853","826.15","0","826.15"
6,"57853","705.97","0","705.97"
8,"57853","1281.14","0","1281.14"
7,"57874","1524.96","0","1524.96"
1,"57899","875.01","0","875.01"
3,"57899","699.54","0","699.54"
4,"57899","1642.03","0","1642.03"
5,"57899","405.12","0","405.12"
6,"57899","0","831.75","-831.75"
8,"57899","427.54","0","427.54"
9,"57899","1283.25","0","1283.25"
12,"57899","0","988.22","-988.22"
5,"57918","2452.02","1073.24","1378.7799999999997"
6,"57918","989.86","1073.24","-83.38000000000005"
8,"57918","3189.58","1073.24","2116.3399999999997"
10,"57918","3315.73","1193.01","2122.72"
1,"57940","1023.61","0","1023.61"
3,"57940","0","567.41","-567.41"
5,"57940","818.07","1842.74","-1024.67"
7,"57940","1699.96","0","1699.96"
9,"57940","1547.0300000000002","3685.48","-2138.45"
10,"57940","728.96","1842.74","-1113.78"
3,"57997","1183.45","0","1183.45"
4,"57997","1852.19","0","1852.19"
7,"57997","1220.53","0","1220.53"
8,"57997","1641.22","0","1641.22"
9,"57997","1327.18","1895.44","-568.26"
10,"57997","1553.01","0","1553.01"
11,"57997","6020.27","6946.4","-926.1299999999999"
1,"58010","1461.36","0","1461.36"
3,"58010","1151.62","0","1151.62"
1,"58022","1752.1","0","1752.1"
3,"58022","0.79","0","0.79"
4,"58022","405.62","0","405.62"
8,"58022","563.46","0","563.46"
11,"58022","1940.71","0","1940.71"
12,"58022","1715.49","0","1715.49"
9,"58049","1358.14","0","1358.14"
12,"58049","1369.47","0","1369.47"
3,"58063","0","1011.1","-1011.1"
5,"58063","261.07","0","261.07"
6,"58063","1890.01","0","1890.01"
7,"58063","1919.47","0","1919.47"
10,"58063","341.57","0","341.57"
12,"58063","155.24","0","155.24"
2,"58099","1227.48","0","1227.48"
3,"58099","479.6","1162.11","-682.5099999999999"
5,"58099","1120.69","1162.11","-41.419999999999845"
8,"58099","2828.52","4648.44","-1819.9199999999996"
7,"581","1084.03","0","1084.03"
8,"581","199.61","1830.6","-1630.9899999999998"
11,"581","199.61","1830.6","-1630.9899999999998"
4,"58102","1692.64","828.53","864.1100000000001"
9,"58102","1513.72","828.53","685.19"
11,"58102","4675.47","2485.59","2189.88"
12,"58102","1469.11","828.53","640.5799999999999"
1,"58107","1533.33","0","1533.33"
2,"58107","896.21","1130.16","-233.95000000000005"
4,"58107","710.65","1130.16","-419.5100000000001"
11,"58107","1274.62","0","1274.62"
2,"58134","226.58","3271.29","-3044.71"
4,"58134","1505.63","0","1505.63"
6,"58134","1782.82","0","1782.82"
8,"58134","113.29","1336.9","-1223.6100000000001"
9,"58134","0","1066.8","-1066.8"
11,"58134","1136.31","0","1136.31"
12,"58134","752.12","0","752.12"
1,"58152","354.88","0","354.88"
2,"58152","3757.46","1359.4899999999998","2397.9700000000003"
4,"58152","3494.9600000000005","850.92","2644.04"
5,"58152","197.37","0","197.37"
6,"58152","3494.96","3227.5499999999997","267.4100000000003"
7,"58152","1880.74","0","1880.74"
9,"58152","1585.03","0","1585.03"
10,"58152","0","1662.98","-1662.98"
11,"58152","777.45","1404.16","-626.71"
12,"58152","734.19","1404.16","-669.97"
2,"58181","0","1085.48","-1085.48"
3,"58181","3489.56","3174.7899999999995","314.7700000000001"
4,"58181","872.39","718.92","153.47000000000003"
7,"58181","872.39","401.03","471.36"
8,"58181","319.49","0","319.49"
9,"58181","1158.22","0","1158.22"
10,"58181","872.39","1954.95","-1082.56"
1,"58200","1689.4","0","1689.4"
2,"58200","172.34","0","172.34"
3,"58200","0","1477.23","-1477.23"
5,"58200","1220.96","0","1220.96"
6,"58200","53.99","0","53.99"
9,"58200","33.9","0","33.9"
10,"58200","1228.46","0","1228.46"
11,"58200","1270.99","0","1270.99"
1,"58205","2458.21","1678.2599999999998","779.9500000000003"
2,"58205","2458.21","3102.54","-644.3300000000002"
3,"58205","0","72.61","-72.61"
4,"58205","4864.29","1715.69","3148.6000000000004"
5,"58205","1931.5","0","1931.5"
6,"58205","0","1582.77","-1582.77"
8,"58205","614.64","1715.6899999999998","-1101.0500000000002"
9,"58205","1895.6999999999998","1715.6899999999998","180.00999999999988"
11,"58205","1365.37","0","1365.37"
1,"58213","5484.99","5703.12","-218.12999999999977"
4,"58213","2358.3","3102.76","-744.4599999999998"
5,"58213","1915.6","0","1915.6"
7,"58213","1935.14","3102.76","-1167.62"
10,"58213","1492.57","0","1492.57"
11,"58213","3896.72","3102.76","793.9599999999998"
12,"58213","2779.82","3102.76","-322.9399999999998"
10,"58217","1460.39","0","1460.39"
1,"58230","0","771.79","-771.79"
2,"58230","794.89","0","794.89"
3,"58230","2730.96","2682.6400000000003","48.319999999999936"
6,"58230","431.27","0","431.27"
7,"58230","5499.3","5072.6","426.6999999999998"
8,"58230","0","1803.28","-1803.28"
9,"58230","2832.28","2682.6400000000003","149.6400000000001"
10,"58230","93.5","0","93.5"
11,"58230","2997.6","2682.6400000000003","314.9599999999998"
12,"58230","2437.76","2682.6400000000003","-244.87999999999988"
4,"58241","210.59","0","210.59"
6,"58241","1663.01","325.3","1337.71"
8,"58241","1099.7","0","1099.7"
10,"58241","1256.36","325.3","931.06"
11,"58241","4758.26","975.9000000000001","3782.36"
3,"5833","1815.82","393.43","1422.3899999999999"
7,"5833","1054.46","393.43","661.03"
9,"5833","2870.2799999999997","786.86","2083.42"
1,"58331","4775.7","7439.1","-2663.3999999999996"
2,"58331","1198.59","4007.1400000000003","-2808.55"
4,"58331","847.7","0","847.7"
5,"58331","1938.1799999999998","4007.1399999999994","-2068.96"
7,"58331","4775.7","6087.179999999999","-1311.48"
8,"58331","1304.61","0","1304.61"
9,"58331","2637.84","4007.1399999999994","-1369.3"
11,"58331","0","987.86","-987.86"
12,"58331","478.56000000000006","4007.1399999999994","-3528.58"
3,"58332","773.94","560.78","213.16000000000008"
7,"58332","773.94","560.78","213.16000000000008"
8,"58332","388.16","0","388.16"
3,"58350","1336.54","591.17","745.37"
10,"58350","871.25","591.17","280.08000000000004"
11,"58350","1266.41","0","1266.41"
1,"58351","1208.78","0","1208.78"
2,"58351","1990.43","0","1990.43"
3,"58351","5144.51","12957.49","-7812.979999999999"
4,"58351","1539.1499999999999","2882.05","-1342.9"
5,"58351","5144.51","5819.31","-674.8000000000004"
8,"58351","5144.51","1397.5500000000002","3746.96"
9,"58351","1825.56","0","1825.56"
10,"58351","0","392.18","-392.18"
11,"58351","3072.3900000000003","2882.0499999999997","190.34000000000037"
1,"58369","0","289.87","-289.87"
2,"58369","566.84","0","566.84"
3,"58369","0","307.07","-307.07"
4,"58369","1338.64","0","1338.64"
6,"58369","0","1364.73","-1364.73"
7,"58369","1701.99","0","1701.99"
8,"58369","1533.25","0","1533.25"
9,"58369","1202.07","0","1202.07"
11,"58369","567.29","0","567.29"
5,"58373","529.85","0","529.85"
8,"58373","80.55","0","80.55"
3,"58381","475.48","0","475.48"
4,"58381","0","1181.87","-1181.87"
9,"58381","685.89","0","685.89"
12,"58381","459.58","0","459.58"
2,"58408","1692.18","93.78","1598.4"
3,"58408","1049.25","0","1049.25"
4,"58408","787.06","0","787.06"
12,"58408","1692.18","93.78","1598.4"
1,"58461","0","1841.12","-1841.12"
4,"58461","47.18","0","47.18"
5,"58461","522.87","0","522.87"
6,"58461","1503.49","0","1503.49"
7,"58461","1717.19","977.93","739.2600000000001"
3,"58475","1460.52","2885.38","-1424.8600000000001"
6,"58475","582.78","1442.69","-859.9100000000001"
7,"58475","1084.01","0","1084.01"
10,"58475","1981.11","0","1981.11"
11,"58475","1011.17","0","1011.17"
12,"58475","877.74","1442.69","-564.95"
4,"58483","1409.6","0","1409.6"
2,"58494","455.48","1582.04","-1126.56"
3,"58494","1250.46","0","1250.46"
5,"58494","455.48","1582.04","-1126.56"
7,"58494","1612.51","0","1612.51"
9,"58494","1869.73","0","1869.73"
11,"58494","0","661.89","-661.89"
2,"58517","91.28999999999999","2451.6400000000003","-2360.35"
3,"58517","5124.5599999999995","426.16","4698.4"
4,"58517","653.4000000000001","2451.6400000000003","-1798.24"
5,"58517","5632.14","2451.6400000000003","3180.5"
6,"58517","285.69","2451.6400000000003","-2165.9500000000003"
7,"58517","2004.1499999999999","2451.6400000000003","-447.4900000000001"
8,"58517","5124.56","7493.989999999999","-2369.4299999999994"
9,"58517","891.03","0","891.03"
10,"58517","1026.24","2451.6400000000003","-1425.4"
11,"58517","5124.56","9241.330000000002","-4116.77"
12,"58517","5680.7699999999995","2451.6400000000003","3229.1299999999997"
1,"58562","1043.3","0","1043.3"
3,"58562","1057.34","0","1057.34"
4,"58562","150.89","0","150.89"
8,"58562","1352.98","0","1352.98"
9,"58562","0","1670.05","-1670.05"
11,"58562","0","1529.08","-1529.08"
12,"58562","179.59","0","179.59"
1,"58582","3507.3999999999996","5668.68","-2161.2800000000007"
3,"58582","3507.4","1726.36","1781.0400000000002"
4,"58582","3507.4","6700.84","-3193.44"
5,"58582","0","704.99","-704.99"
6,"58582","1751.91","0","1751.91"
9,"58582","1937.79","3523.9700000000003","-1586.1800000000003"
2,"58618","501.23","0","501.23"
3,"58618","225.05","0","225.05"
4,"58618","351.28","0","351.28"
5,"58618","799.72","0","799.72"
7,"58618","1872.31","0","1872.31"
8,"58618","1975.98","0","1975.98"
9,"58618","119.36","0","119.36"
11,"58618","783.44","0","783.44"
2,"58619","1772.89","0","1772.89"
3,"58619","1357.58","0","1357.58"
4,"58619","90.43","0","90.43"
8,"58619","515.94","0","515.94"
9,"58619","1649.56","0","1649.56"
1,"58623","100.23","0","100.23"
3,"58623","636.21","0","636.21"
4,"58623","1834.49","0","1834.49"
1,"58672","1265.87","3743.2200000000003","-2477.3500000000004"
3,"58672","1265.87","4684.7699999999995","-3418.9"
4,"58672","107.52000000000001","2816.06","-2708.54"
6,"58672","1744.08","2816.06","-1071.98"
11,"58672","802.61","0","802.61"
12,"58672","1265.87","20.19","1245.6799999999998"
1,"5869","8150.11","7411.5","738.6100000000001"
2,"5869","9350.05","5112.06","4237.99"
3,"5869","8150.110000000001","1763.85","6386.259999999999"
4,"5869","3895.2","5112.0599999999995","-1216.8600000000001"
5,"5869","0","1434.31","-1434.31"
6,"5869","9536.15","5112.0599999999995","4424.09"
7,"5869","8150.11","5887.7","2262.41"
9,"5869","9390.35","5112.0599999999995","4278.29"
11,"5869","253.92","0","253.92"
1,"58694","1373.23","0","1373.23"
2,"58694","0","1735.17","-1735.17"
3,"58694","3190.6800000000003","1798.29","1392.39"
5,"58694","1052.93","599.43","453.5000000000001"
8,"58694","668.17","599.43","68.74000000000001"
9,"58694","955.42","0","955.42"
10,"58694","1469.58","599.43","870.15"
11,"58694","1403.21","0","1403.21"
2,"58702","1932.59","0","1932.59"
4,"58702","0","691.47","-691.47"
5,"58702","672.07","0","672.07"
6,"58702","0","1041.88","-1041.88"
7,"58702","3988.42","2366.54","1621.88"
8,"58702","1994.21","1125.78","868.4300000000001"
9,"58702","1849.81","15.43","1834.3799999999999"
10,"58702","922.19","0","922.19"
12,"58702","1994.21","1240.76","753.45"
3,"58736","1242.52","0","1242.52"
4,"58736","656.27","0","656.27"
6,"58736","0","946.3","-946.3"
7,"58736","795.29","0","795.29"
8,"58736","0","1660.59","-1660.59"
9,"58736","674.49","0","674.49"
4,"58785","1857.08","1055.38","801.6999999999998"
7,"58785","1544.28","1055.38","488.89999999999986"
8,"58785","5069.5","3166.1400000000003","1903.3599999999997"
11,"58785","1291.11","0","1291.11"
12,"58785","1668.14","1055.38","612.76"
2,"58794","1941.61","0","1941.61"
8,"58794","1835.9","0","1835.9"
2,"58804","124.62","0","124.62"
3,"58804","1106.43","0","1106.43"
4,"58804","0","1092.91","-1092.91"
5,"58804","290.3","0","290.3"
6,"58804","68.81","0","68.81"
7,"58804","28.35","0","28.35"
8,"58804","682.25","0","682.25"
9,"58804","1125.78","0","1125.78"
10,"58804","64.87","0","64.87"
11,"58804","1408.16","0","1408.16"
12,"58804","1162.23","0","1162.23"
1,"5881","1607.96","0","1607.96"
2,"5881","196.52","675.89","-479.37"
3,"5881","1400.68","675.89","724.7900000000001"
4,"5881","1051.14","675.89","375.2500000000001"
6,"5881","1084.84","675.89","408.94999999999993"
7,"5881","1739.69","675.89","1063.8000000000002"
8,"5881","451.95","0","451.95"
10,"5881","637.23","0","637.23"
12,"5881","623.28","675.89","-52.610000000000014"
5,"58810","483.79","0","483.79"
4,"5889","661.76","926.62","-264.86"
8,"5889","723.03","926.62","-203.59000000000003"
9,"5889","0","1020.24","-1020.24"
10,"5889","338.95","0","338.95"
11,"5889","5046.57","3706.48","1340.0899999999997"
12,"5889","0","564.76","-564.76"
5,"58940","36.63","1148.85","-1112.2199999999998"
7,"58940","1471.7700000000002","2297.7","-825.9299999999996"
8,"58940","0","1113.71","-1113.71"
9,"58940","968.76","0","968.76"
12,"58940","1435.14","1148.85","286.2900000000002"
2,"58974","1138.9","1825.65","-686.7499999999999"
4,"58974","1720.95","0","1720.95"
9,"58974","3745.71","2578.68","1167.0300000000002"
11,"58974","1116.79","0","1116.79"
12,"58974","3948.52","1825.65","2122.87"
10,"58989","1622.46","0","1622.46"
11,"58989","129.33","0","129.33"
1,"58996","1542.19","389.2","1152.99"
3,"58996","326.94","0","326.94"
6,"58996","2933.29","778.4","2154.89"
7,"58996","1391.1","389.2","1001.8999999999999"
12,"58996","1372.55","0","1372.55"
2,"59024","1167.48","0","1167.48"
5,"59024","813.77","0","813.77"
8,"59024","247.39","0","247.39"
10,"59024","225.01","0","225.01"
11,"59024","122.12","0","122.12"
3,"59082","1085.92","0","1085.92"
4,"59082","2168.82","2306.32","-137.50000000000023"
5,"59082","3366.56","2114.69","1251.87"
6,"59082","1099.94","0","1099.94"
10,"59082","971.08","2114.69","-1143.6100000000001"
7,"59151","1645.36","2331.39","-686.03"
8,"59151","636.59","777.13","-140.53999999999996"
10,"59151","423.37","0","423.37"
11,"59151","1112.52","0","1112.52"
12,"59151","247.72","777.13","-529.41"
1,"59175","1304.69","1323.04","-18.34999999999991"
2,"59175","1244.52","1323.04","-78.51999999999998"
5,"59175","48.56","1323.04","-1274.48"
6,"59175","14.98","1323.04","-1308.06"
7,"59175","0","959.64","-959.64"
7,"59188","0","734.5","-734.5"
8,"59188","1696.03","0","1696.03"
9,"59188","0","490.44","-490.44"
1,"5920","0","1469.25","-1469.25"
2,"5920","0","159.93","-159.93"
3,"5920","894.27","0","894.27"
4,"5920","1514.13","0","1514.13"
7,"5920","1434.4","0","1434.4"
10,"5920","1531.67","0","1531.67"
11,"5920","469.39","0","469.39"
12,"5920","972.66","0","972.66"
2,"59203","0","790.21","-790.21"
3,"59203","912.87","0","912.87"
7,"59203","1110.77","0","1110.77"
11,"59203","1425.13","0","1425.13"
3,"59269","0","1690.13","-1690.13"
6,"59269","0","1251.67","-1251.67"
3,"59280","458.55","0","458.55"
8,"59280","408.54","0","408.54"
9,"59280","805.65","0","805.65"
6,"59336","0","1735.39","-1735.39"
5,"5935","1498.78","0","1498.78"
8,"5935","404","0","404"
1,"59366","728.71","0","728.71"
2,"59366","727.07","933.3","-206.2299999999999"
3,"59366","0","1981.26","-1981.26"
4,"59366","847.78","933.3","-85.51999999999998"
7,"59366","641.52","933.3","-291.78"
11,"59366","2216.37","2799.8999999999996","-583.5299999999999"
1,"59372","4307.65","3712.26","595.39"
3,"59372","601.14","1237.42","-636.2800000000001"
7,"59372","1813.88","1237.42","576.46"
10,"59372","1892.63","1237.42","655.21"
11,"59372","0","928.02","-928.02"
9,"59373","1034.76","0","1034.76"
1,"59396","1508.33","762.43","745.9"
9,"59396","92.8","762.43","-669.63"
10,"59396","0","1253.86","-1253.86"
2,"59465","727.24","0","727.24"
3,"59465","790.12","0","790.12"
7,"59465","0","742.79","-742.79"
11,"59465","602.32","0","602.32"
12,"59465","558.53","0","558.53"
1,"59473","4810.070000000001","8624.82","-3814.7500000000005"
5,"59473","4810.07","5820.78","-1010.7099999999999"
6,"59473","3271.32","4738.88","-1467.56"
7,"59473","6838.36","4738.88","2099.4799999999996"
8,"59473","1396.88","4738.88","-3342"
10,"59473","4810.070000000001","6614.879999999999","-1804.8100000000002"
11,"59473","0","566","-566"
12,"59473","4810.07","7372.8","-2562.7299999999996"
1,"5949","444.51","0","444.51"
